FD5, 360.68, 144.43, 0.00, FIDUCIAL1X2, FIDUCIAL-1X2
U$69, 36.63, 53.13, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$7, 67.27, 52.12, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$70, 33.57, 65.50, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$71, 26.75, 61.56, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$72, 19.95, 57.64, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$73, 12.49, 60.72, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$74, 4.48, 62.81, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$75, 18.90, 49.61, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$76, 16.71, 41.63, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$77, 15.57, 55.11, 120.00, 0603-1U-CAP, 0603
U$78, 13.14, 53.70, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$79, 6.32, 49.76, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$8, 60.84, 52.80, 180.00, 0603-1U-CAP, 0603
U$873, 304.18, 10.28, 0.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$875, 304.18, 73.35, 135.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$876, 304.18, 65.48, 135.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$877, 304.18, 57.63, 135.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
